"","correctedCR","CR"
"286","KANDEL S HEER J PLAISANT C KENNEDY J VAN HAM F HENRY RICHE N WEAVER C LEE B BRODBECK D BUONO P RESEARCH DIRECTIONS IN DATA WRANGLING VISUALIZATIONS AND TRANSFORMATIONS FOR USABLE AND CREDIBLE DATA INFORMATION VISUALIZATION 10 4 PP 271-288 2011","KANDEL S HEER J PLAISANT C KENNEDY J VAN HAM F RICHE N H WEAVER C LEE B BRODBECK D BUONO P RESEARCH DIRECTIONS IN DATA WRANGLING VISUALIZATIONS AND TRANS-FORMATIONS FOR USABLE AND CREDIBLE DATA INFORMATION VISUALIZATION 10 PP 271-288 2011"
"287","KANDEL S HEER J PLAISANT C KENNEDY J VAN HAM F HENRY RICHE N WEAVER C LEE B BRODBECK D BUONO P RESEARCH DIRECTIONS IN DATA WRANGLING VISUALIZATIONS AND TRANSFORMATIONS FOR USABLE AND CREDIBLE DATA INFORMATION VISUALIZATION 10 4 PP 271-288 2011","KANDEL S HEER J PLAISANT C KENNEDY J VAN HAM F RICHE N H WEAVER C LEE B BRODBECK D BUONO P RESEARCH DIRECTIONS IN DATA WRANGLING VISUALIZATIONS AND TRANSFORMATIONS FOR USABLE AND CREDIBLE DATA INFORMATION VISUALIZATION 10 4 PP 271-288 2011"
"288","KANDEL S PAEPCKE A HELLERSTEIN J HEER J WRANGLER INTERACTIVE VISUAL SPECICATION OF DATA TRANSFORMATION SCRIPTS PROCEEDINGS OF THE SIGCHI CONFERENCE ON HUMAN FACTORS IN COMPUTING SYSTEMS PP 3363-3372 2011","KANDEL S PAEPCKE A HELLERSTEIN J HEER J WRANGLER INTERACTIVE VISUAL SPECIFICATION OF DATA TRANSFORMATION SCRIPTS PROCEEDINGS OF THE SIGCHI CONFERENCE ON HUMAN FACTORS IN COMPUTING SYSTEMS VANCOUVER BC CANADA CHI 11 PP 3363-3372 2011"
"289","KNUTH DE LITERATE PROGRAMMING COMPUT J 27 PP 97-111 1984","KNUTH DE LITERATE PROGRAMMING COMPUT J 27 2 PP 97-111 1984"
"290","KNUTH DE LITERATE PROGRAMMING COMPUT J 27 PP 97-111 1984","KNUTH DE LITERATE PROGRAMMING COMPUTER JOURNAL 27 PP 97-111 1984"
"291","KNUTH DE LITERATE PROGRAMMING COMPUT J 27 PP 97-111 1984","KNUTH DE LITERATE PROGRAMMING THE COMPUTER JOURNAL 27 2 PP 97-111 1984"
"292","LEE VR DRAKE J CAIN R THAYNE J OPPORTUNISTIC USES OF THE TRADITIONAL SCHOOL DAY THROUGH STUDENT EXAMINATION OF FITBIT ACTIVITY TRACKER DATA PROCEEDINGS OF THE 14TH INTERNATIONAL CONFERENCE ON INTERACTION DESIGN AND CHILDREN PP 209-218 2015","LEE VR 2015 PROCEEDINGS OF THE 14TH INTERNATIONAL CONFERENCE ON INTERACTION DESIGN AND CHILDREN P209 DOI 101145/27718392771861 DOI 101145/27718392771861"
"293","LEE VR DRAKE J CAIN R THAYNE J OPPORTUNISTIC USES OF THE TRADITIONAL SCHOOL DAY THROUGH STUDENT EXAMINATION OF FITBIT ACTIVITY TRACKER DATA PROCEEDINGS OF THE 14TH INTERNATIONAL CONFERENCE ON INTERACTION DESIGN AND CHILDREN PP 209-218 2015","LEE VR DRAKE J CAIN R THAYNE J OPPORTUNISTIC USES OF THE TRADITIONAL SCHOOL DAY THROUGH STUDENT EXAMINATION OF FITBIT ACTIVITY TRACKER DATA PROCEEDINGS OF THE 2015 ACM SIGCHI INTERACTION DESIGN AND CHILDREN CONFERENCE PP 209-218 2015"
"294","MANIERI A ET AL DATA SCIENCE PROFESSIONAL UNCOVERED HOW THE EDISON PROJECT WILL CONTRIBUTE TO A WIDELY ACCEPTED PROFILE FOR DATA SCIENTISTS PP 588-593 2015","MANIERI A BREWER S RIESTRA R DEMCHENKO Y HEMMJE M ET AL DATA SCIENCE PRO-FESSIONAL UNCOVERED HOW THE EDISON PROJECT WILL CONTRIBUTE TO A WIDELY ACCEPTED PROFILE FOR DATA SCIENTISTS IEEE 7TH INTERNATIONAL CONFERENCE ON CLOUD COMPUTING TECHNOLOGY AND SCIENCE CLOUDCOM 2015"
"295","MANIERI A ET AL DATA SCIENCE PROFESSIONAL UNCOVERED HOW THE EDISON PROJECT WILL CONTRIBUTE TO A WIDELY ACCEPTED PROFILE FOR DATA SCIENTISTS PP 588-593 2015","MANIERI A BREWER S RIESTRA R DEMCHENKO Y HEMMJE M WIKTORSKI T FERRARI T FREY J DATA SCIENCE PROFESSIONAL UNCOVERED HOW THE EDISON PROJECT WILL CONTRIBUTE TO A WIDELY ACCEPTED PROFILE FOR DATA SCIENTISTS 2015 IEEE 7TH INTERNATIONAL CONFERENCE ON CLOUD COMPUTING TECHNOLOGY AND SCIENCE CLOUDCOM PP 588-593 2015"
"296","MANIERI A ET AL DATA SCIENCE PROFESSIONAL UNCOVERED HOW THE EDISON PROJECT WILL CONTRIBUTE TO A WIDELY ACCEPTED PROFILE FOR DATA SCIENTISTS PP 588-593 2015","MANIERI A BREWER S RIESTRA R ET AL DATA SCIENCE PROFESSIONAL UNCOVERED HOW THE EDISON PROJECT WILL CONTRIBUTE TO A WIDELY ACCEPTED PROFILE FOR DATA SCIENTISTS 2015"
"297","RAJ RK PARRISH A IMPAGLIAZZO J ROMANOWSKI CJ AHMED SA BENNETT CC DAVIS KC MCGETTRICK A PEREIRA TSM SUNDIN L DATA SCIENCE EDUCATION GLOBAL PERSPECTIVES AND CONVERGENCE IN PROCEEDINGS OF THE 2019 ACM CONFERENCE ON INNOVATION AND TECHNOLOGY IN COMPUTER SCIENCE EDUCATION PP 265-266 2019","RAJ RK ET AL DATA SCIENCE EDUCATION GLOBAL PERSPECTIVES AND CONVERGENCE ANNU CONF INNOV TECHNOL COMPUT SCI EDUC ITICSE PP 265-266 2019"
"298","RAJ RK PARRISH A IMPAGLIAZZO J ROMANOWSKI CJ AHMED SA BENNETT CC DAVIS KC MCGETTRICK A PEREIRA TSM SUNDIN L DATA SCIENCE EDUCATION GLOBAL PERSPECTIVES AND CONVERGENCE IN PROCEEDINGS OF THE 2019 ACM CONFERENCE ON INNOVATION AND TECHNOLOGY IN COMPUTER SCIENCE EDUCATION PP 265-266 2019","RAJ RK PARRISH A IMPAGLIAZZO J ET AL DATA SCIENCE EDUCATION GLOBAL PERSPECTIVES AND CONVERGENCE ITISCE 19 PROCEEDINGS OF THE 2019 ACM CONFERENCE ON INNOVATION AND TECHNOLOGY IN COMPUTER SCIENCE EDUCATION PP 265-266 2019"
"299","RAJ RK PARRISH A IMPAGLIAZZO J ROMANOWSKI CJ AHMED SA BENNETT CC DAVIS KC MCGETTRICK A PEREIRA TSM SUNDIN L DATA SCIENCE EDUCATION GLOBAL PERSPECTIVES AND CONVERGENCE IN PROCEEDINGS OF THE 2019 ACM CONFERENCE ON INNOVATION AND TECHNOLOGY IN COMPUTER SCIENCE EDUCATION PP 265-266 2019","RAJ RK PARRISH A IMPAGLIAZZO J ROMANOWSKI CJ AHMED SA BENNETT CC SUNDIN L DATA SCIENCE EDUCATION GLOBAL PERSPECTIVES AND CONVERGENCE PROCEEDINGS OF THE 2019 ACM CONFERENCE ON INNOVATION AND TECHNOLOGY IN COMPUTER SCIENCE EDUCATION PP 265-266 2019"
"300","RAJ RK PARRISH A IMPAGLIAZZO J ROMANOWSKI CJ AHMED SA BENNETT CC DAVIS KC MCGETTRICK A PEREIRA TSM SUNDIN L DATA SCIENCE EDUCATION GLOBAL PERSPECTIVES AND CONVERGENCE IN PROCEEDINGS OF THE 2019 ACM CONFERENCE ON INNOVATION AND TECHNOLOGY IN COMPUTER SCIENCE EDUCATION PP 265-266 2019","RAJ RK PARRISH A IMPAGLIAZZO J ROMANOWSKI CJ ALY AHMED S BENNETT CC DAVIS KC MCGETTRICK A SUSANA T PEREIRA M SUNDIN L DATA SCIENCE EDUCATION GLOBAL PERSPECTIVES AND CONVERGENCE PROCEEDINGS OF THE 2019 ACM CONFERENCE ON INNOVATION AND TECHNOLOGY IN COMPUTER SCIENCE EDUCATION PP 265-266 2019"
"301","SANGSAWANG T JITGARUN K KAITTIKOMOL P A LEARNING STRATEGY SUITABLE FOR LEARNERS SELF-DISCOVERY EDU-COM 2006 ENGAGEMENT AND EMPOWERMENT NEW OPPORTUNITIES FOR GROWTH IN HIGHER EDUCATION 2006","SANGSAWANG T JITGARUN K KIATTIKOMO DAN P A LEARNING STRATEGY SUITABLE FOR LEARNERS SELF-DISCOVERY EDU-COM 2006 ENGAGEMENT AND EMPOWERMENT NEW OPPORTUNITIES FOR GROWTH IN HIGHER EDUCATION 2006"
"302","SANGSAWANG T JITGARUN K KAITTIKOMOL P COMPARISON OF SELECTED PSYCHOLOGY THEORIES AS IN GAGNES CONSTRUCTIVISM AND CONSTRUCTIONISM THE 4TH INTERNATIONAL CONFERENCE ON DEVELOPING REAL-LIFE LEARNING EXPERIENCES EDUCATION REFORM THROUGH PERFORMANCE-BASED LEARNING 1 1 PP 327-328 2006","SANGSAWANG T JITGARUN K KIATTIKOMO DAN P COMPARISON OF SELECTED PSYCHOLOGY THEORIES AS IN GAGNES CONSTRUCTIVISM AND CONSTRUCTIONISM THE 4TH INTERNATIONAL CONFERENCE ON DEVELOPING REAL-LIFE LEARNING EXPERIENCES EDUCATION REFORM THROUGH PERFORMANCE-BASED LEARNING 1 1 PP 327-328 2006"
"303","SANGSAWANG T JITGARUN K KAITTIKOMOL P STUDENTS SELF APPRAISAL FOR ONLINE TRAINING ASIA PACIFIC EDUCATIONAL RESEARCH ASSOCIATION INTERNATIONAL CONFERENCE 1 1 PP 1-5 2006","SANGSAWANG T JITGARUN K KIATTIKOMO DAN P STUDENTS SELF APPRAISAL FOR ONLINE TRAINING ASIA PACIFIC EDUCATIONAL RESEARCH ASSOCIATION INTERNATIONAL CONFERENCE 1 1 PP 1-5 2006"
"304","SHAPIRO BR HALL R OWENS D DEVELOPING AND USING INTERACTION GEOGRAPHY IN A MUSEUM INTERNATIONAL JOURNAL OF COMPUTER-SUPPORTED COLLABORATIVE LEARNING 12 4 PP 377-399 2017","SHAPIRO BR HALL RP OWENS DA DEVELOPING & USING INTERACTION GEOGRAPHY IN A MUSEUM INTERNATIONAL JOURNAL OF COMPUTER-SUPPORTED COLLABORATIVE LEARNING 12 4 PP 377-399 2017"
"305","WILSON G ARULIAH DA BROWN CT NEIL PCH DAVIS M GUY RT STEVEN HDH HUFF KD MITCHELL IM PLUMBLEY MD WAUGH B WHITE EP WILSON P BEST PRACTICES FOR SCIENTIFIC COMPUTING PLOS BIOLOGY 12 1 2014","WILSON G ARULIAH DA BROWN CT HONG NPC DAVIS M GUY RT ET AL BEST PRACTICES FOR SCIENTIFIC COMPUTING PLOS BIOL 12 1 2014"
"306","WILSON G ARULIAH DA BROWN CT NEIL PCH DAVIS M GUY RT STEVEN HDH HUFF KD MITCHELL IM PLUMBLEY MD WAUGH B WHITE EP WILSON P BEST PRACTICES FOR SCIENTIFIC COMPUTING PLOS BIOLOGY 12 1 2014","WILSON G ARULIAH DA BROWN CT HONG NPC DAVIS M GUY RT HADDOCK SHD HUFF KD MITCHELL IM PLUMBLEY MD WAUGH B WHITE EP WILSON P BEST PRACTICES FOR SCIENTIFIC COMPUTING PLOS BIOLOGY 12 2014"
"307","WILSON G ARULIAH DA BROWN CT NEIL PCH DAVIS M GUY RT STEVEN HDH HUFF KD MITCHELL IM PLUMBLEY MD WAUGH B WHITE EP WILSON P BEST PRACTICES FOR SCIENTIFIC COMPUTING PLOS BIOLOGY 12 1 2014","WILSON G ARULIAH DA TITUS BROWN C CHUE HONG NP DAVIS M GUY RT HADDOCK SHD HUFF KD MITCHELL IM PLUMBLEY MD WAUGH B WHITE EP WILSON P BEST PRACTICES FOR SCIENTIFIC COMPUTING PLOS BIOLOGY 12 2014"
"308","ZIEFFLER A JUSTICE N DEL MASA R HUBERTY MD THE USE OF ALGORITHMIC MODELS TO DEVELOP SECONDARY TEACHERS UNDERSTANDING OF THE STATISTICAL MODELING PROCESS J STAT DATA SCI EDUC 1 PP 131-147 2021","ZIEFFLER A JUSTICE N DELMAS R HUBERTY M D THE USE OF ALGORITHMIC MODELS TO DEVELOP SECONDARY TEACHERS UNDERSTANDING OF THE STATISTICAL MODELING PROCESS JOURNAL OF STATISTICS AND DATA SCIENCE EDUCATION 29 1 PP 131-147 2021"
"309","ZIEFFLER A JUSTICE N DEL MASA R HUBERTY MD THE USE OF ALGORITHMIC MODELS TO DEVELOP SECONDARY TEACHERS UNDERSTANDING OF THE STATISTICAL MODELING PROCESS J STAT DATA SCI EDUC 1 PP 131-147 2021","ZIEFFLER A JUSTICE N DELMAS R HUBERTY MD THE USE OF ALGORITHMIC MODELS TO DEVELOP SECONDARY TEACHERS UNDERSTANDING OF THE STATISTICAL MODELING PROCESS JOURNAL OF STATISTICS AND DATA SCIENCE EDUCATION 29 PP 131-147 2021"
"310","ZIEFFLER A JUSTICE N DEL MASA R HUBERTY MD THE USE OF ALGORITHMIC MODELS TO DEVELOP SECONDARY TEACHERS UNDERSTANDING OF THE STATISTICAL MODELING PROCESS J STAT DATA SCI EDUC 1 PP 131-147 2021","ZIEFFLER A JUSTICE N DELMAS R HUBERTY MD THE USE OF ALGORITHMIC MODELS TO DEVELOP SECONDARY TEACHERS UNDERSTANDING OF THE STATISTICAL MODELING PROCESS JOURNAL OF STATISTICS AND DATA SCIENCE EDUCATION PP 1-17 2021"
"311","OH S SONG I Y MOSTAFA J ET AL DATA SCIENCE EDUCATION IN THE ISCHOOL CONTEXT PROCEEDINGS OF THE ASSOCIATION FOR INFORMATION SCIENCE AND TECHNOLOGY 56 1 PP 558-560 2019","OH S SONG I-Y MOSTAFA J ET AL DATA SCIENCE EDUCATION IN THE ISCHOOL CONTEXTJ PROCEEDINGS OF THE ASSOCIATION FOR INFORMATION SCIENCE AND TECHNOLOGY 56 1 PP 558-560 2019"
"312","OH S SONG I Y MOSTAFA J ET AL DATA SCIENCE EDUCATION IN THE ISCHOOL CONTEXT PROCEEDINGS OF THE ASSOCIATION FOR INFORMATION SCIENCE AND TECHNOLOGY 56 1 PP 558-560 2019","OH S SONG I Y MOSTAFA J ZHANG Y WU D DATA SCIENCE EDUCATION IN THE ISCHOOL CONTEXT PROCEEDINGS OF THE ASSOCIATION FOR INFORMATION SCIENCE AND TECHNOLOGY 56 1 PP 558-560 2019"
"313","OH S SONG I Y MOSTAFA J ET AL DATA SCIENCE EDUCATION IN THE ISCHOOL CONTEXT PROCEEDINGS OF THE ASSOCIATION FOR INFORMATION SCIENCE AND TECHNOLOGY 56 1 PP 558-560 2019","OH S SONG I MOSTAFA J ZHANG Y WU D DATA SCIENCE EDUCATION IN THE ISCHOOL CONTEXT PROCEEDINGS OF THE ASSOCIATION FOR INFORMATION SCIENCE AND TECHNOLOGY 56 1 PP 558-560 2019"
"314","HEY T TANSLEY S TOLLE KM THE FOURTH PARADIGM DATA-INTENSIVE SCIENTIFIC DISCOVERY 2009","HEY T TANSLEY S TOLLE K GRAY J THE FOURTH PARADIGM DATA-INTENSIVE SCIENTIFIC DISCOVERY 1 2009"
"315","HEY T TANSLEY S TOLLE KM THE FOURTH PARADIGM DATA-INTENSIVE SCIENTIFIC DISCOVERY 2009","HEY T TANSLEY S TOLLE K THE FOURTH PARADIGM DATA-INTENSIVE SCIENTIFIC DISCOVERY MICROSOFT RESEARCH 2009"
"316","SHAH C ANDERSON T HAGEN L ET AL AN ISCHOOL APPROACH TO DATA SCIENCE HUMAN-CENTERED SOCIALLY RESPONSIBLE AND CONTEXT DRIVENJ JOURNAL OF THE ASSOCIATION FOR INFORMATION SCIENCE AND TECHNOLOGY 72 6 PP 793-796 2021","SHAH C ANDERSON T HAGEN L ZHANG Y AN ISCHOOL APPROACH TO DATA SCIENCE HUMAN-CENTERED SOCIALLY RESPONSIBLE AND CONTEXT-DRIVEN JOURNAL OF THE ASSOCIATION FOR INFORMATION SCIENCE AND TECHNOLOGY 72 6 PP 793-796 2021"
"317","SHAH C ANDERSON T HAGEN L ET AL AN ISCHOOL APPROACH TO DATA SCIENCE HUMAN-CENTERED SOCIALLY RESPONSIBLE AND CONTEXT DRIVENJ JOURNAL OF THE ASSOCIATION FOR INFORMATION SCIENCE AND TECHNOLOGY 72 6 PP 793-796 2021","SHAH C ANDERSON T HAGEN L ZHANG Y AN ISCHOOL APPROACH TO DATA SCIENCE HUMAN-CENTERED SOCIALLY RESPONSIBLE AND CONTEXT-DRIVEN – A POSITION PAPER JOURNAL OF THE ASSOCIATION FOR INFORMATION SCIENCE AND TECHNOLOGY 72 6 PP 793-796 2021"
"318","SHAH C ANDERSON T HAGEN L ET AL AN ISCHOOL APPROACH TO DATA SCIENCE HUMAN-CENTERED SOCIALLY RESPONSIBLE AND CONTEXT DRIVENJ JOURNAL OF THE ASSOCIATION FOR INFORMATION SCIENCE AND TECHNOLOGY 72 6 PP 793-796 2021","SHAH C ANDERSON T HAGEN L ET AL AN ISCHOOL APPROACH TO DATA SCIENCE HUMAN-CENTERED SOCIALLY RESPONSIBLE AND CONTEXT-DRIVENJ JOURNAL OF THE ASSOCIATION FOR INFORMATION SCIENCE AND TECHNOLOGY 72 6 PP 793-796 2021"
"319","WANG Y Y LIN С S A SURVEY OF DATA SCIENCE PROGRAMS AND COURSES IN THE ISCHOOLS PROCEEDINGS OF THE ASSOCIATION FOR INFORMATION SCIENCE AND TECHNOLOGY 56 1 PP 801-802 2019","WANG Y LIN C A SURVEY OF DATA SCIENCE PROGRAMS AND COURSES IN THE ISCHOOLS PROCEEDINGS OF THE ASSOCIATION FOR INFORMATION SCIENCE AND TECHNOLOGY 56 1 PP 801-802 2019"
"320","RAJ RK PARRISH A IMPAGLIAZZO J ROMANOWSKI CJ AHMED SA BENNETT CC DAVIS KC MCGETTRICK A PEREIRA TSM SUNDIN L DATA SCIENCE EDUCATION GLOBAL PERSPECTIVES AND CONVERGENCE IN PROCEEDINGS OF THE 2019 ACM CONFERENCE ON INNOVATION AND TECHNOLOGY IN COMPUTER SCIENCE EDUCATION PP 265-266 2019","RAJ RK PARRISH A IMPAGLIAZZO J ROMANOWSKI CJ ALY SG BENNETT CC DAVIS KC MCGETTRICK A MENDES-PEREIRA TS SUNDIN L A LISTING OF DATA SCIENCE AND ENGINEERING DSE TEXTBOOKS CIRCA JULY 2019 2019"
"321","ZHANG Y WU D HAGEN L ET AL DATA SCIENCE CURRICULUM IN THE IFIELDJ JOURNAL OF THE ASSOCIATION FOR INFORMATION SCIENCE AND TECHNOLOGY 2022","ZHANG Y WU D HAGEN L SONG I-Y MOSTAFA J OH S ANDERSON T D SHAH C K BISHOP BW HOPFGARTNER F ECKERT K FEDERER L SALTZ J S DATA SCIENCE CURRICULUM IN THE IFIELD JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE 2022"
"322","ZHANG Y WU D HAGEN L ET AL DATA SCIENCE CURRICULUM IN THE IFIELDJ JOURNAL OF THE ASSOCIATION FOR INFORMATION SCIENCE AND TECHNOLOGY 2022","ZHANG Y WU D HAGEN L SONG I MOSTAFA J OH S ANDERSON T SHAH C BISHOP BW HOPFGARTNER F ECKERT K FEDERER L SALTZ JS DATA SCIENCE CURRICULUM IN THE IFIELD JOURNAL OF THE ASSOCIATION FOR INFORMATION SCIENCE AND TECHNOLOGY PP 641-662 2022"
"323","VANCE EA ALZEN JL SMITH HS CREATING SHARED UNDERSTANDING IN STATISTICS AND DATA SCIENCE COLLABORATIONS JOURNAL OF STATISTICS AND DATA SCIENCE EDUCATION 30 PP 54-64 2022","VANCE E A ALZEN J L SMITH H S CREATING SHARED UNDERSTANDING IN STATISTICS AND DATA SCIENCE COLLABORATIONS JOURNAL OF STATISTICS AND DATA SCIENCE EDUCATION 30 1 PP 54-64 2022"
"324","WILKERSON MH LAINA V MIDDLE SCHOOL STUDENTS REASONING ABOUT DATA AND CONTEXT THROUGH STORYTELLING WITH REPURPOSED LOCAL DATA ZDM 50 7 PP 1223-1235 2018","WILKERSON M H LAINA V MIDDLE SCHOOL STUDENTS REASONING ABOUT DATA AND CONTEXT THROUGH STORYTELLING WITH REPURPOSED LOCAL DATA ZDM-MATHEMATICS EDUCATION 50 2018"
"325","WILKERSON MH POLMAN JL SITUATING DATA SCIENCE EXPLORING HOW RELATIONSHIPS TO DATA SHAPE LEARNING JOURNAL OF THE LEARNING SCIENCES 29 1 PP 1-10 2020","HODA WILKERSON M POLMAN JL SITUATING DATA SCIENCE EXPLORING HOW RELATIONSHIPS TO DATA SHAPE LEARNING JOURNAL OF THE LEARNING SCIENCES 29 1 PP 1-10 2020"
"326","LEE VR WILKERSON MH LANOUETTE K A CALL FOR A HUMANISTIC STANCE TOWARD K–12 DATA SCIENCE EDUCATION EDUCATIONAL RESEARCHER 50 9 PP 664-672 2021","LEE VR 2021 EDUC RESEARCHER DOI 103102/0013189X211048810"
"328","BIEHLER R SCHULTE C PADERBORN SYMPOSIUM ON DATA SCIENCE EDUCATION AT SCHOOL LEVEL 2017 THE COLLECTED EXTENDED ABSTRACTS 2018","BIEHLER R BUDDE L FRISCHEMEIER D HEINEMANN B PODWORNY S SCHULTE C WASSONG T PADERBORN SYMPOSIUM ON DATA SCIENCE EDUCATION AT SCHOOL LEVEL 2017 THE COLLECTED EXTENDED ABSTRACTS 2018"
"329","DE VEAUX RD AGARWAL M AVERETT M BAUMER BS BRAY A BRESSOUD TC BRYANT L CHENG LZ FRANCIS A GOULD R KIM AY KRETCHMAR M LU Q MOSKOL A NOLAN D PELAYO R RALEIGH S SETHI RJ SONDJAJA M TIRUVILUAMALA N ET AL CURRICULUM GUIDELINES FOR UNDERGRADUATE PROGRAMS IN DATA SCIENCE ANNUAL REVIEW OF STATISTICS AND ITS APPLICATION 4 1 PP 15-30 2017","DE VEAUX RD 2017 ANNU REV STAT APPL V4 P15 DOI 101146/ANNUREV-STATISTICS-060116-053930"
"330","CLEVELAND WS DATA SCIENCE AN ACTION PLAN FOR EXPANDING THE TECHNICAL AREAS OF THE FIELD OF STATISTICS INTERNATIONAL STATISTICAL REVIEW 69 1 PP 21-26 2001","CLEVELAND DS DATA SCIENCE AN ACTION PLAN FOR EXPANDING THE TECHNICAL AREAS OF THE FIELD OF STATISTICS INT STAT REV 69 1 PP 21-26 2001"
"331","CLEVELAND WS DATA SCIENCE AN ACTION PLAN FOR EXPANDING THE TECHNICAL AREAS OF THE FIELD OF STATISTICS INTERNATIONAL STATISTICAL REVIEW 69 1 PP 21-26 2001"," CLEVELAND DATA SCIENCE AN ACTION PLAN FOR EXPANDING THE TECHNICAL AREAS OF THE FIELD OF STATISTICS INTERNATIONAL STATISTICAL REVIEW 69 1 PP 21-26 2001"
"332","CLEVELAND WS DATA SCIENCE AN ACTION PLAN FOR EXPANDING THE TECHNICAL AREAS OF THE FIELD OF STATISTICS INTERNATIONAL STATISTICAL REVIEW 69 1 PP 21-26 2001","CLEVELAND W DATA SCIENCE AN ACTION PLAN FOR EXPANDING THE TECHNICAL AREAS OF THE FIELD OF STATISTICS ISI REVIEW 69 PP 21-26 2001"
"333","DONOHO D 50 YEARS OF DATA SCIENCE JOURNAL OF COMPUTATIONAL AND GRAPHICAL STATISTICS 26 4 PP 745-766 2017","DONOHO DAVID 50 YEARS OF DATA SCIENCE JOURNAL OF COMPUTATIONAL AND GRAPHICAL STATISTICS 26 4 PP 745-766 2017"
"334","DEMCHENKO Y BELLOUM A DELATT C LOOMIS C WIKTORSKI T SPEKSCHOOR E CUSTOMISABLE DATA SCIENCE EDUCATIONAL ENVIRONMENT FROM COMPETENCES MANAGEMENT AND CURRICULUM DESIGN TO VIRTUAL LABS ON-DEMAND PROCEEDINGS OF THE IEEE INTERNATIONAL CONFERENCE ON CLOUD COMPUTING TECHNOLOGY AND SCIENCE PP 363-368 2017","DEMCHENKO Y BELLOUM A DE LAAT C LOOMIS C WIKTORSKI T SPEKSCHOOR E CUSTOMISABLE DATA SCIENCE EDUCATIONAL ENVIRONMENT FROM COMPETENCES MANAGEMENT AND CURRICULUM DESIGN TO VIRTUAL LABS ON-DEMAND CLOUD COMPUTING TECHNOLOGY AND SCIENCE CLOUDCOM 2017 IEEE INTERNATIONAL CONFERENCE ON PP 363-368 2017"
"335","DEMCHENKO Y BELLOUM A DELATT C LOOMIS C WIKTORSKI T SPEKSCHOOR E CUSTOMISABLE DATA SCIENCE EDUCATIONAL ENVIRONMENT FROM COMPETENCES MANAGEMENT AND CURRICULUM DESIGN TO VIRTUAL LABS ON-DEMAND PROCEEDINGS OF THE IEEE INTERNATIONAL CONFERENCE ON CLOUD COMPUTING TECHNOLOGY AND SCIENCE PP 363-368 2017","DEMCHENKO Y BELLOUM A DE LAAT C LOOMIS C WIKTORSKI T SPEKSCHOOR E CUSTOMISABLE DATA SCIENCE EDUCATIONAL ENVIRONMENT FROM COMPETENCES MANAGEMENT AND CURRICULUM DESIGN TO VIRTUAL LABS ON-DEMAND IEEE INTERNATIONAL CONFERENCE ON CLOUD COMPUTING TECHNOLOGY AND SCIENCE CLOUDCOM 2017 PP 363-368 2017"
"336","DEMCHENKO Y BELLOUM A DELATT C LOOMIS C WIKTORSKI T SPEKSCHOOR E CUSTOMISABLE DATA SCIENCE EDUCATIONAL ENVIRONMENT FROM COMPETENCES MANAGEMENT AND CURRICULUM DESIGN TO VIRTUAL LABS ON-DEMAND PROCEEDINGS OF THE IEEE INTERNATIONAL CONFERENCE ON CLOUD COMPUTING TECHNOLOGY AND SCIENCE PP 363-368 2017"," DEMCHENKO Y BELLOUM A DE LAAT C LOOMIS C WIKTORSKI T SPEKSCHOOR E CUSTOMISABLE DATA SCIENCE EDUCATIONAL ENVIRONMENT FROM COMPETENCES MANAGEMENT AND CURRICULUM DESIGN TO VIRTUAL LABS ON-DEMAND PROC 4TH IEEE STC CC WORKSHOP ON CURRICULA AND TEACHING METHODS IN CLOUD COMPUTING BIG DATA AND DATA SCIENCE DTW2017 PART OF THE 9TH IEEE INTERNATIONAL CONFERENCE AND WORKSHOPS ON CLOUD COMPUTING TECHNOLOGY AND SCIENCE CLOUDCOM2017 2017"
"337","ANDERSON P MCGUFFEE J UMINSKY D DATA SCIENCE AS AN UNDERGRADUATE DEGREE SIGCSE 2014 - PROCEEDINGS OF THE 45TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION PP 705-706 2014","ANDERSON P MCGUEE J UMINSKY D DATA SCIENCE AS AN UNDERGRADUATE DEGREE PRO-CEEDINGS OF THE 45TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION SIGCSE 14 PP 705-706 2014"
"338","ANDERSON P MCGUFFEE J UMINSKY D DATA SCIENCE AS AN UNDERGRADUATE DEGREE SIGCSE 2014 - PROCEEDINGS OF THE 45TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION PP 705-706 2014","ANDERSON P MCGUFFEE J UMINSKY D DATA SCIENCE AS AN UNDERGRADUATE DEGREE C PROCEEDINGS OF THE 45TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION SIGCSE 14 2014"
"339","GUIDELINES FOR ASSESSMENT AND INSTRUCTION IN STATISTICS EDUCATION COLLEGE REPORT AMERICAN STATISTICAL ASSOCIATION 2016","GUIDELINES FOR ASSESSMENT AND INSTRUCTION IN STATISTICS EDUCATION GAISE COLLEGE REPORT 2016 2016"
"340","GUIDELINES FOR ASSESSMENT AND INSTRUCTION IN STATISTICS EDUCATION COLLEGE REPORT AMERICAN STATISTICAL ASSOCIATION 2016","GUIDELINES FOR ASSESSMENT AND INSTRUCTION IN STATISTICAL EDUCATION 2016"
